"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","sqft_living15","sqft_lot15","Age","Renovated"
"2227",670000,4,2.75,3020,13530,1,0,0,4,8,1540,1480,2230,11896,47,0
"2228",465000,3,1.75,1490,10757,1,0,0,3,7,1060,430,1490,10609,58,0
"2229",210000,3,1.5,1160,5200,1,0,0,5,7,1160,0,1170,5200,54,0
"2230",265000,4,2.5,2040,4443,2,0,0,3,8,2040,0,2040,4637,23,0
"2231",426000,2,2.5,1550,2657,2,0,0,4,8,1550,0,1570,2442,37,0
"2232",529219,4,2.25,1990,7610,1,0,0,4,8,1290,700,1820,8198,58,0
"2233",6e+05,3,2.25,1900,46609,1.5,0,0,4,7,1440,460,2460,43560,55,0
"2234",875000,5,3.5,3840,8279,2,0,0,3,9,3840,0,3570,8279,23,0
"2235",608000,4,3,2400,7680,1,0,0,3,7,1200,1200,2670,6342,68,0
"2236",220000,3,1,1660,21514,1,0,0,4,7,1660,0,1660,21600,51,0
"2237",1760000,4,5,6055,21630,1,0,3,4,12,3555,2500,4890,19223,28,0
"2238",295450,3,2,2030,17120,1,0,2,4,8,1890,140,1870,13662,58,0
"2239",315000,2,1,840,5087,1,0,0,3,7,840,0,1590,5087,99,0
"2240",205000,4,2,1450,8175,1,0,0,4,7,1450,0,1570,9024,57,0
"2241",310000,3,1.5,1460,9908,1,0,0,3,7,1460,0,1420,9582,72,0
"2242",1e+06,5,1,2010,5210,1.5,0,0,3,9,1890,120,2330,5000,97,0
"2243",525000,4,2.5,2910,7631,2,0,2,3,9,2910,0,3190,5552,18,0
"2244",284000,4,1.75,1880,8800,1,0,0,3,7,1130,750,1340,8733,64,0
"2245",510000,3,1.75,2170,26460,1,0,0,3,8,1450,720,2090,29075,38,0
"2246",405000,2,1,1260,4377,1,0,0,4,7,1260,0,1420,6376,77,0
"2247",509950,3,2.5,1970,9153,2,0,0,3,8,1970,0,1800,9800,17,0
"2248",6e+05,4,2.25,2090,45738,2,0,0,3,8,2090,0,3420,45738,37,0
"2249",990000,4,3.75,3450,4940,2,0,0,3,10,2570,880,1880,5387,18,0
"2250",280005,3,1.5,1130,7200,1,0,0,3,7,1130,0,1130,7200,70,0
"2251",7e+05,3,1.75,2600,7668,1,0,0,4,8,1300,1300,1980,13664,56,0
"2252",330000,3,1,1030,7620,1,0,0,3,7,1030,0,1030,7560,71,0
"2253",340000,2,1,1700,6718,1,0,2,3,7,1230,470,2040,7500,68,0
"2254",468000,2,2.5,1480,2167,2,0,0,3,8,1390,90,2130,2556,17,0
"2255",1339000,4,2.5,4250,19387,2,0,2,4,9,3260,990,3690,17024,52,0
"2256",515000,3,1.75,1600,20873,1,0,0,3,8,1600,0,2640,18364,69,0
"2257",245000,4,2,1870,8750,1,0,2,3,7,1870,0,1770,8207,47,0
"2258",265000,3,2.5,1440,7741,1,0,0,4,7,1000,440,1680,7316,41,0
"2259",372400,3,2.5,2720,11937,2,0,0,3,9,2720,0,2590,9683,34,0
"2260",390000,3,1.5,1240,8410,1,0,0,5,6,1240,0,1630,8410,76,0
"2261",208000,3,1,1020,6120,1,0,0,4,7,1020,0,1370,8000,57,0
"2262",273000,2,0.5,1180,7750,1,0,0,4,6,590,590,1380,8976,79,0
"2263",455000,5,3.5,3080,7759,2,0,0,3,8,2310,770,2980,8223,21,0
"2264",270000,4,2.5,1750,6397,2,0,0,3,7,1750,0,1940,6502,36,0
"2265",618000,4,2.25,2530,8736,1,0,0,4,7,1210,1320,1720,8500,66,0
"2266",213550,3,2.5,1580,8541,2,0,0,3,7,1580,0,1640,7542,34,0
"2267",210000,5,1.75,2340,9148,2,0,0,3,7,2340,0,1390,10019,67,0
"2268",2750000,5,4,6300,16065,2,0,1,3,12,4360,1940,3260,17287,20,0
"2269",403500,4,2.75,2400,3844,1,0,0,5,7,1200,1200,1100,3844,50,0
"2270",235000,3,1.5,1300,7600,1,0,0,4,7,1300,0,1570,7600,61,0
"2271",287500,3,2,1760,7147,1,0,0,4,6,880,880,1720,7147,88,0
"2272",546800,4,1.5,1520,5910,1,0,0,3,7,1020,500,1710,5910,78,0
"2273",183000,3,1.75,1070,8100,1,0,0,4,6,1070,0,1260,8100,67,0
"2274",560000,3,2,2560,216777,1,0,0,3,8,2560,0,2360,108463,38,0
"2275",299500,3,1,1280,6726,1,0,0,3,6,1280,0,1630,5000,66,0
"2276",610000,4,2.25,1660,7350,1,0,0,3,8,1660,0,1790,7455,59,1
"2277",288350,3,1.5,1860,7963,1,0,0,3,7,1200,660,1800,10400,61,0
"2278",5e+05,2,1,950,4500,1,0,2,3,7,850,100,1670,4000,98,0
"2279",625000,4,2.75,2140,4000,1,0,0,3,7,1190,950,2140,4770,73,0
"2280",418000,2,1.5,1480,1349,2,0,0,3,7,1240,240,1550,1349,17,0
"2281",660000,3,3,2260,1825,2,0,0,3,8,1660,600,2260,1834,22,0
"2282",775000,4,2.5,2300,6158,2,0,0,3,9,2300,0,2170,6434,25,0
"2283",429500,3,2.75,1650,7272,1,0,0,4,7,1230,420,1770,7272,52,0
"2284",569000,3,2,1990,3000,1.5,0,0,3,7,1230,760,1600,4080,116,1
"2285",250000,4,2,1960,7560,1,0,0,5,7,1160,800,1950,7560,46,0
"2286",225000,3,1.5,1310,10491,1,0,0,4,7,1310,0,1430,9664,55,0
"2287",530000,4,2.75,2450,15002,1,0,0,5,9,2450,0,2650,15055,50,0
"2288",306000,3,1,910,8658,1,0,0,3,7,910,0,1170,10200,69,0
"2289",517100,3,1.75,1580,9719,1,0,0,5,7,1580,0,1760,8539,62,0
"2290",354950,3,1.75,1780,9689,1,0,0,3,7,1130,650,1660,9786,48,0
"2291",348000,3,1.5,1040,1824,1,0,0,3,6,1040,0,1010,5100,99,0
"2292",522250,4,2.5,2340,41600,1,0,0,3,8,1640,700,2340,34960,47,0
"2293",275000,3,2.5,1720,8755,1,0,0,3,8,1000,720,1720,8690,41,0
"2294",390000,3,1.5,1600,10440,1,0,0,3,7,1600,0,1600,8816,70,0
"2295",260000,3,1.5,1320,9750,1,0,0,3,7,1320,0,1530,9750,70,0
"2296",585000,5,2.75,2350,4178,1.5,0,0,3,8,1520,830,1920,4178,102,1
"2297",605000,5,2.75,2740,5616,1.5,0,0,5,7,1670,1070,1600,4592,99,0
"2298",342000,4,2.5,2300,6448,2,0,0,3,8,2300,0,1860,5872,23,0
"2299",9e+05,5,3,4350,37169,2,0,0,3,10,2950,1400,3280,41631,52,0
"2300",252000,3,1.75,1430,7700,1,0,0,4,7,980,450,1430,8625,43,0
"2301",357000,3,1.75,2400,14012,1,0,0,3,9,2400,0,2800,13988,53,0
"2302",370000,3,1,940,7910,1,0,0,4,6,940,0,1000,7700,65,0
"2303",322500,3,1,1020,13504,1,0,0,5,7,1020,0,1110,11158,65,0
"2304",210000,2,2,1680,5756,2,0,0,4,7,1680,0,1340,5447,114,0
"2305",290000,2,1,1340,9840,1,0,0,3,7,1340,0,1610,8949,75,0
"2306",860000,4,3.25,3960,7012,2,0,0,3,10,3960,0,3680,8522,19,0
"2307",302000,6,2,2650,4621,1.5,0,0,3,8,2650,0,1640,4879,113,0
"2308",369160,4,2.25,2120,9680,2,0,2,4,8,2120,0,2360,9647,59,0
"2309",1185000,4,2.75,2850,3000,2.5,0,0,3,9,2530,320,2083,4500,21,0
"2310",993000,4,2,2850,14810,2,0,0,5,8,2490,360,2430,10454,70,0
"2311",380000,6,2,1870,6969,1,0,0,4,7,1870,0,1500,6969,56,0
"2312",635000,4,2,2660,8160,1,0,0,4,7,1380,1280,1660,8160,75,0
"2313",260000,3,1,1190,11120,1,0,0,3,6,1190,0,1230,12720,77,0
"2314",243000,2,1,1770,5522,1.5,0,0,4,7,960,810,1830,7378,81,0
"2315",1400000,4,2.5,2770,8879,2,0,0,3,9,2770,0,2770,8882,23,0
"2316",665000,4,2.5,2080,8100,1,0,2,5,8,1220,860,2090,8100,72,0
"2317",898000,5,2.25,2700,9000,2,0,0,5,9,2700,0,2630,9000,37,0
"2318",583000,4,2.75,2200,9453,1,0,0,5,8,1100,1100,1390,5355,69,0
"2319",429000,4,1.75,2160,7700,2,0,0,2,8,2160,0,2080,7700,47,0
"2320",471000,3,2.5,2010,4059,2,0,0,3,8,2010,0,2010,5779,26,0
"2321",1810000,3,3.5,3780,8295,2,0,0,3,9,2430,1350,3780,9127,73,0
"2322",739500,3,3.25,4460,51177,2,0,0,3,9,4460,0,2670,38925,19,0
"2323",450000,3,1.5,1770,17208,1,0,0,3,8,1160,610,2450,17118,65,0
"2324",552500,3,1,1430,5000,1,0,0,3,7,1430,0,1210,5000,75,0
"2325",437000,4,1.75,1700,10642,1,0,0,4,7,850,850,1610,11200,70,0
"2326",270000,4,2,1830,5220,1.5,0,0,3,7,1830,0,1760,5757,73,0
"2327",226740,3,1.5,1410,8800,1,0,0,4,7,1410,0,2180,10108,59,0
"2328",446500,4,2.5,3060,7920,1,0,0,3,8,1810,1250,2690,7767,50,0
"2329",283000,3,2,1820,15068,2,0,2,3,7,1520,300,1490,9589,104,1
"2330",445000,4,1.75,2430,13211,1.5,0,0,4,7,2430,0,1330,10500,115,1
"2331",250000,2,1,740,6840,1,0,0,5,6,740,0,740,6840,82,0
"2332",307000,3,1,770,6552,1,0,0,3,6,670,100,920,7200,82,0
"2333",315000,4,2.75,2200,8580,1,0,0,3,8,1860,340,2290,7816,33,0
"2334",555000,3,3,2920,23085,1.5,0,2,3,7,1540,1380,2270,18180,116,0
"2335",264900,4,2.5,2040,7000,1,0,0,3,7,1250,790,1900,7378,45,0
"2336",510000,3,2,1600,4510,1,0,0,3,7,990,610,1580,4561,46,0
"2337",328000,4,2.5,1990,3980,2,0,0,3,7,1990,0,1990,4373,22,0
"2338",358000,4,2.5,1830,7308,2,0,0,3,7,1830,0,1830,5692,22,0
"2339",325000,3,2.5,2540,4260,2,0,0,3,7,2540,0,2190,4260,19,0
"2340",1365000,2,3.25,2700,3444,3,1,3,3,9,2700,0,2710,3444,34,0
"2341",230000,4,2,1440,10800,1,0,0,4,7,1440,0,1190,7380,57,0
"2342",545000,3,2,1550,4000,1,0,0,3,7,940,610,1880,4000,69,0
"2343",705380,3,2.5,2490,4343,2,0,0,3,9,2490,0,2130,4106,21,0
"2344",459000,5,2.5,2650,12987,1,0,0,4,7,1350,1300,2160,12726,45,0
"2345",815000,4,2.25,2000,3800,2,0,0,3,8,2000,0,1610,3800,23,0
"2346",495000,6,5,3440,4500,2,0,0,3,8,3280,160,1400,5500,17,0
"2347",520000,3,2.5,2280,58712,2.5,0,3,3,9,2280,0,2240,24332,37,0
"2348",430000,2,1.5,1320,1194,3,0,0,3,7,1320,0,1320,1250,23,0
"2349",255000,4,2.5,2070,7800,2,0,0,3,8,2070,0,1950,7815,35,0
"2350",588000,3,2,1860,4777,2,0,0,5,7,1860,0,1580,3822,116,0
"2351",350000,3,1,940,7811,1,0,0,3,6,940,0,1180,7490,65,0
"2352",625000,4,2.75,2290,21486,1,0,2,5,7,2290,0,2540,15936,61,0
"2353",172500,2,2,1510,20685,1,0,0,2,6,1250,260,1490,29527,66,0
"2354",554000,3,2,1830,3500,1.5,0,0,5,7,1290,540,1530,4000,115,0
"2355",775000,4,2.5,3090,7112,2,0,0,3,9,3090,0,3050,6000,23,0
"2356",1187500,4,3.5,4340,217800,2,0,0,3,11,4340,0,3430,219106,21,0
"2357",618000,3,2.75,3200,12682,2,0,1,3,9,3200,0,2880,10432,47,0
"2358",305000,4,1,1560,8450,1.5,0,0,4,6,1560,0,1380,8100,70,0
"2359",232000,3,2,1280,13356,1,0,0,3,7,1280,0,1590,8071,30,0
"2360",262000,4,2.5,2020,6236,2,0,0,3,7,2020,0,1940,5076,22,0
"2361",234000,3,1,1040,8122,1,0,0,5,7,1040,0,1470,8676,53,0
"2362",5e+05,4,2.75,2260,7209,1,0,3,3,7,1330,930,1790,10860,22,0
"2363",278000,3,1,860,7632,1,0,0,3,6,860,0,890,7632,104,0
"2364",230000,5,1,1920,19040,1,0,0,3,7,1160,760,1920,11520,63,0
"2365",5e+05,4,1.75,2290,9215,1,0,0,5,8,1270,1020,2290,10200,55,0
"2366",366500,4,2.75,2070,9300,1,0,0,5,7,1120,950,1010,8308,79,0
"2367",665000,6,3,4250,4400,2.5,0,0,4,7,3020,1230,1520,4950,122,0
"2368",1101000,3,1.5,2220,4830,2,0,3,3,9,1790,430,1670,4830,96,1
"2369",575000,2,1.75,1840,4076,1,0,0,3,8,1140,700,1540,4076,67,0
"2370",674750,4,2.5,2590,9753,2,0,0,3,10,2590,0,2800,9917,31,0
"2371",719000,5,2,3110,6131,1,0,0,5,7,1560,1550,1720,6600,84,0
"2372",482000,3,1.75,2600,105587,1,0,0,4,7,1300,1300,1941,208438,44,0
"2373",254000,2,1,1060,8187,1,0,0,4,6,1060,0,1260,8188,72,0
"2374",443725,3,1.75,1250,3880,1,0,0,4,7,750,500,1240,3880,80,0
"2375",575000,4,2.5,2520,35636,2,0,0,3,8,2520,0,2230,35673,44,0
"2376",469000,3,2.25,2070,9957,1,0,0,3,8,1440,630,2070,10158,47,0
"2377",175000,2,1,1300,44431,1,0,0,5,6,1300,0,1470,14850,66,0
"2378",437000,5,2,2190,8316,1,0,0,3,7,1390,800,2010,8316,63,0
"2379",550000,4,3,2760,13113,1,0,0,4,8,1760,1000,1900,13113,50,0
"2380",172040,3,2.25,1710,7134,1,0,0,4,7,1130,580,1790,7455,45,0
"2381",363000,3,2,1750,7000,1,0,0,3,8,1750,0,1840,6969,31,0
"2382",282000,3,2.25,1552,3600,2,0,0,3,7,1552,0,1677,3600,12,0
"2383",4e+05,6,2,2350,6554,2,0,1,3,8,2000,350,1560,6554,119,0
"2384",650000,5,3.5,5110,10018,2,0,0,3,10,3850,1260,1790,10018,21,0
"2385",365000,3,2.5,1720,99916,2,0,0,4,7,1720,0,1340,73180,34,0
"2386",269950,4,2.5,1960,7230,2,0,0,3,8,1960,0,1850,7208,22,0
"2387",260000,2,1,1270,19602,1,0,0,3,6,1270,0,1270,17699,47,0
"2388",193000,3,1.5,1180,7000,1,0,0,4,7,1180,0,1630,7500,47,0
"2389",340000,4,2.25,2230,6791,2,0,0,3,8,2230,0,2420,6297,19,0
"2390",9e+05,4,3.25,4700,38412,2,0,0,3,10,3420,1280,3640,35571,46,0
"2391",371000,3,2.5,2150,8361,2,0,0,3,8,2150,0,2150,9368,33,0
"2392",592000,3,2.5,2400,81892,2,0,0,3,8,2400,0,1370,37270,39,0
"2393",3e+05,3,2.5,1830,12750,2,0,0,3,7,1830,0,1610,10000,33,0
"2394",449950,4,3,2800,6977,2,0,0,3,8,2800,0,2800,6600,21,0
"2395",299500,3,2.5,2090,7163,2,0,0,3,8,2090,0,2320,8634,35,0
"2396",995000,4,2.25,2340,13406,1,0,0,4,9,2340,0,2340,10743,61,0
"2397",335000,4,1.75,1670,9472,1,0,0,3,7,1100,570,1080,5195,64,0
"2398",280000,4,2.25,1990,7350,1,0,0,4,8,1180,810,2030,7210,46,0
"2399",446000,4,2.25,2270,7800,1,0,0,3,7,1290,980,1480,7280,47,0
"2400",1544500,4,2.75,4910,15139,1,0,0,4,10,2560,2350,3980,15139,60,0
"2401",325000,3,1,950,4500,1,0,0,4,6,950,0,1140,4500,81,0
"2402",450000,3,1.75,1610,11200,1,0,0,3,7,1610,0,1610,11200,69,0
"2403",322500,4,2.5,1940,7107,2,0,0,3,7,1940,0,1850,5705,24,0
"2404",453000,3,1,1210,9473,1,0,0,5,7,1210,0,1700,11465,69,0
"2405",655000,4,2.5,2570,4412,2,0,0,3,9,2570,0,2460,5470,23,0
"2406",603000,3,2.25,1700,2800,2,0,0,5,7,1150,550,1500,3400,98,0
"2407",235000,4,1,1610,24000,1.5,0,0,3,6,1610,0,1270,9600,77,0
"2408",968933,4,3.5,4120,7304,2,0,0,3,11,3070,1050,2470,9600,18,0
"2409",1015000,3,3.5,2880,11340,1,0,0,3,8,1690,1190,2530,11340,44,1
"2410",435000,4,2.25,1990,8548,2,0,0,3,8,1990,0,2320,8926,51,0
"2411",242000,3,2,1260,8092,1,0,0,3,7,1260,0,1950,8092,38,0
"2412",487000,6,3.25,4750,248600,2,0,0,4,8,4750,0,2230,311610,77,0
"2413",810000,4,2.75,3010,10450,2,0,0,3,9,3010,0,3010,10530,28,0
"2414",625000,3,2.5,2410,64073,1,0,0,4,8,1820,590,2980,48760,48,0
"2415",165000,3,1.5,1280,7742,1,0,0,3,7,1280,0,1566,7696,51,0
"2416",335000,3,1,2320,6750,1,0,0,3,7,1160,1160,1230,6075,64,0
"2417",286700,3,1,1220,6600,1,0,0,3,6,1220,0,1100,6600,66,0
"2418",699000,2,1.5,1400,4050,1,0,0,4,8,1400,0,1900,5940,70,0
"2419",280000,3,1.75,1590,7280,1,0,0,3,7,1140,450,1590,9634,50,0
"2420",580000,4,2.5,2220,7064,2,0,0,3,8,2220,0,2220,7451,36,0
"2421",754800,2,2.5,2770,7781,2,0,0,3,8,2770,0,1870,5984,18,0
"2422",525000,4,2.5,2303,16801,2,0,0,3,8,2303,0,2080,14013,29,0
"2423",562000,3,1.75,1600,10530,1,0,2,3,8,1600,0,2590,8274,62,0
"2424",575000,4,1.75,1280,6060,1,0,0,3,7,860,420,1490,4680,98,0
"2425",808900,5,2.5,2900,5901,2,0,0,3,9,2900,0,3200,5775,18,0
"2426",992000,3,2.25,2950,15207,1,0,0,4,10,2070,880,2950,22000,58,0
"2427",335000,3,2.5,1700,6698,2,0,0,3,7,1700,0,2190,7346,27,0
"2428",473000,3,2.75,1050,7200,1,0,0,3,7,1050,0,1860,9000,39,0
"2429",350000,4,2.75,2990,11210,1,0,1,4,8,1880,1110,2790,9858,47,0
"2430",1600000,5,2.5,3100,5374,2.5,0,0,4,9,3100,0,2180,5800,118,0
"2431",305500,3,1,1240,6090,1,0,0,4,7,1240,0,1550,9096,74,0
"2432",306000,2,1,780,13500,1,0,0,4,7,780,0,2200,67518,78,1
"2433",233000,2,2.25,850,1656,2,0,0,3,8,850,0,850,1312,23,0
"2434",490000,3,1.75,1540,9000,1,0,0,3,8,1540,0,1710,7488,53,0
"2435",445000,4,2.5,2280,42077,2,0,0,3,8,2280,0,2280,36236,30,0
"2436",355000,3,2.25,2550,9674,1,0,0,3,7,1850,700,2240,9674,65,0
"2437",360000,2,2,1770,7607,1,0,0,4,8,1770,0,2090,7109,37,0
"2438",737500,3,1.75,2320,10900,2,0,0,3,7,2320,0,1610,5800,89,1
"2439",985000,3,3.5,2600,11920,2,0,0,5,8,2600,0,2430,10050,55,0
"2440",349950,2,3.25,1570,2031,2,0,0,3,8,1310,260,1570,2039,18,0
"2441",520000,4,2.5,3060,7161,2,0,0,3,8,2860,200,2950,6822,19,0
"2442",355950,4,2.5,1960,8540,1,0,0,3,7,1220,740,1910,9120,69,0
"2443",485000,5,2.5,3270,6129,2,0,0,3,9,3270,0,2980,5928,20,0
"2444",143000,3,1,1090,3315,1,0,0,4,6,1090,0,960,3120,55,0
"2445",3278000,2,1.75,6840,10000,2.5,1,4,3,11,4350,2490,3120,12300,23,0
"2446",355000,3,1,940,8512,1,0,0,4,7,940,0,1060,8512,57,0
"2447",1126000,5,3.5,3880,13885,2,0,3,4,9,2540,1340,3690,13885,45,0
"2448",2e+05,5,1.75,1770,15525,1,0,0,4,7,1770,0,1370,10395,65,0
"2449",913000,4,2.5,3640,10576,2,0,0,3,11,3640,0,3370,10351,25,0
"2450",1600000,3,2.5,3160,12824,1,0,2,4,9,1820,1340,3390,11985,58,0
"2451",409900,2,2.5,1590,1845,2,0,0,3,9,1590,0,2320,3174,27,0
"2452",265000,4,1,1290,6034,1,0,0,3,6,1050,240,1060,6034,74,0
"2453",740000,5,3,3655,51836,1,0,0,5,8,2174,1481,2530,8606,69,0
"2454",306000,4,2.5,2490,8124,2,0,0,3,7,2490,0,2760,6300,23,0
"2455",381000,3,2.5,1470,3999,2,0,0,3,7,1470,0,1960,4444,21,0
"2456",1220000,3,3.25,3960,6132,2,0,3,3,10,2600,1360,2730,5221,91,0
"2457",1050000,3,3.5,3190,29982,1,0,3,4,8,2630,560,2600,19878,83,0
"2458",408000,2,1,810,7440,1,0,0,5,6,810,0,830,7500,76,0
"2459",739900,5,2.5,2980,5377,2,0,0,3,9,2980,0,3150,6593,18,0
"2460",674250,4,2.5,2780,35000,1,0,0,4,9,2780,0,2740,35072,39,0
"2461",438400,2,1,1340,8100,1,0,0,4,7,1340,0,1700,8100,71,0
"2462",1700000,5,5,4930,14649,2,0,3,3,11,4160,770,3030,8479,24,0
"2463",703000,3,2,1360,5980,1.5,0,0,3,8,1360,0,1520,4440,79,1
"2464",262000,3,1.75,1320,6530,1,0,0,4,7,1320,0,1620,6817,35,0
"2465",353000,3,2,1210,14499,1,0,0,3,7,1210,0,1570,15360,40,0
"2466",5e+05,4,2.5,1940,7607,2,0,0,3,8,1940,0,2250,7600,29,0
"2467",1280000,4,2.5,3160,4620,1.5,0,4,3,9,2020,1140,2790,5308,107,1
"2468",332000,4,2.5,1980,6566,2,0,0,3,8,1980,0,2590,6999,20,0
"2469",824000,4,2.5,2320,14240,1,0,0,4,9,1620,700,2810,13200,50,0
"2470",290000,4,2,1660,4788,1,0,0,3,7,1660,0,1150,5000,56,0
"2471",7e+05,3,2.5,1660,1545,2,0,2,3,9,1400,260,1820,2570,22,0
"2472",550000,2,1,1080,3420,1,0,0,4,7,780,300,1380,3656,102,0
"2473",549000,2,1,1510,11165,1.5,0,0,4,7,1510,0,2210,8851,103,0
"2474",1865000,4,2.5,2950,43560,1,0,2,4,9,2550,400,3260,41016,73,0
"2475",858000,4,2.25,3070,13720,2,0,0,3,9,3070,0,3010,9657,46,0
"2476",345000,2,1,970,10423,1,0,0,3,7,970,0,1200,7857,77,0
"2477",340000,4,1.75,2140,11651,2.5,0,0,3,8,2140,0,2030,10978,94,1
"2478",1215000,4,2.25,2570,9600,2.5,0,0,4,9,2570,0,2570,13200,62,0
"2479",275000,3,2.25,1260,1488,3,0,0,3,7,1260,0,1190,1095,15,0
"2480",405000,3,1,1220,7771,1,0,0,3,7,1220,0,1420,7674,61,0
"2481",432500,3,2,1720,8145,2,0,0,5,7,1720,0,1400,8138,75,0
"2482",236500,4,1,2140,4217,1.5,0,0,3,6,1320,820,1720,5413,99,0
"2483",679000,4,1.5,1420,4923,1.5,0,0,4,8,1420,0,1470,4923,96,0
"2484",543000,4,2.5,2060,8451,2,0,0,3,8,2060,0,2060,9460,29,0
"2485",294000,3,1,1320,9520,1,0,0,3,7,990,330,1460,10610,71,0
"2486",340500,3,1.75,1810,10463,1,0,0,4,7,1810,0,1620,8551,55,0
"2487",1012000,4,2.5,2980,16263,2,0,0,3,9,2980,0,2730,10018,35,0
"2488",335000,2,2,1350,2560,1,0,0,3,8,1350,0,1790,2560,48,0
"2489",425000,3,2,1540,8011,1,0,0,3,7,1540,0,1630,7141,36,0
"2490",353000,3,2.5,2510,9240,2,0,0,4,8,2510,0,2690,9240,23,0
"2491",540000,3,2.5,1670,5146,2,0,0,3,8,1670,0,1940,5146,33,0
"2492",640000,5,3.5,3690,11928,2,0,0,3,9,2540,1150,2640,11928,18,0
"2493",339950,3,1,1320,11457,1,0,0,3,8,1320,0,1900,9800,65,0
"2494",195000,3,1.75,1510,8400,1,0,0,2,7,980,530,1500,10125,45,0
"2495",322000,3,1.75,1510,8400,1,0,0,2,7,980,530,1500,10125,45,0
"2496",660000,4,1.75,1870,10450,1,0,0,3,8,1620,250,2060,10450,46,0
"2497",280000,6,3,2400,9373,2,0,0,3,7,2400,0,2060,7316,33,0
"2498",3e+05,6,3,2400,9373,2,0,0,3,7,2400,0,2060,7316,33,0
"2499",207500,3,1,1170,8816,1,0,0,4,6,1170,0,1200,9108,58,0
"2500",195000,3,1.5,1190,8726,1,0,0,3,7,1190,0,1390,8741,68,0
"2501",7e+05,3,2,2080,3880,1,0,0,5,7,1160,920,1330,3880,70,0
"2502",560000,4,1.75,2150,8555,1,0,2,4,7,1460,690,1480,7405,42,0
"2503",260000,3,1.75,1580,7344,1,0,0,5,7,1580,0,1580,6207,113,0
"2504",575000,3,1.75,1580,7344,1,0,0,5,7,1580,0,1580,6207,113,0
"2505",475000,3,2.5,2370,3239,2,0,0,3,8,1950,420,2520,3431,18,0
"2506",285000,3,1.75,1840,8601,1,0,0,3,7,920,920,1390,7452,119,1
"2507",753888,4,2.5,2660,5500,2,0,2,3,9,2660,0,3620,5500,21,0
"2508",650000,3,2.5,2190,3600,2,0,0,3,9,2190,0,2300,3600,21,0
"2509",620000,3,2.25,1660,3478,1.5,0,0,4,7,1100,560,1610,3478,95,0
"2510",526000,3,1.75,1780,37801,1,0,0,3,7,1300,480,2380,47480,47,0
"2511",155000,2,1,700,5200,1,0,0,5,6,700,0,1030,5200,72,0
"2512",342000,4,2,1570,11200,1,0,0,3,7,1120,450,1570,11200,65,0
"2513",390000,3,1.75,1220,216332,1,0,0,3,7,1220,0,1540,61419,43,0
"2514",685000,3,2.75,3150,219978,2,0,0,4,9,3000,150,3180,218235,34,0
"2515",608000,4,2.5,2690,4736,2,0,0,3,7,2690,0,2690,4791,23,0
"2516",179900,2,1,680,6400,1,0,0,3,6,680,0,1240,7800,81,0
"2517",1245000,6,3.25,3750,14150,2,0,2,5,9,2750,1000,2140,7968,88,1
"2518",166000,3,1,1010,11675,1,0,0,3,7,1010,0,1370,10042,67,0
"2519",462000,3,1.5,1710,4500,1.5,0,0,3,8,1410,300,1860,6000,96,0
"2520",545000,4,2.5,2090,6023,2,0,0,3,8,2090,0,2090,6023,34,0
"2521",415000,3,1,1560,4500,1.5,0,0,3,7,1560,0,1660,4500,121,0
"2522",269000,3,2.5,1560,4200,2,0,0,3,7,1560,0,1560,4200,21,0
"2523",356500,4,2.5,2570,11473,2,0,0,3,8,2570,0,2430,5997,16,0
"2524",225000,3,1,1010,7633,1,0,0,4,6,1010,0,1190,8386,63,0
"2525",175000,2,1,1020,5130,1,0,0,4,6,1020,0,1200,6497,76,0
"2526",549000,5,2.5,1710,9720,2,0,0,4,8,1710,0,2270,9672,50,0
"2527",535000,3,2.75,2300,12197,2,0,0,3,8,2300,0,1710,11220,35,0
"2528",627000,4,2.25,1990,7712,1,0,0,3,8,1210,780,1720,7393,51,0
"2529",565000,3,2,2730,15677,2.5,0,3,3,9,2730,0,2040,12209,48,0
"2530",392450,4,2,2195,2681,1,0,0,3,7,1060,1135,1710,1280,112,0
"2531",509000,2,2,1560,4675,1,0,0,3,8,1560,0,1870,6361,18,0
"2532",340000,3,2.5,1400,4800,1,0,0,3,7,1200,200,1440,3840,103,0
"2533",537000,3,2.5,1400,4800,1,0,0,3,7,1200,200,1440,3840,103,0
"2534",865000,4,3,3690,9892,2,0,0,3,10,3690,0,3430,11294,26,0
"2535",358000,2,1,1140,8340,1,0,0,3,7,1140,0,1030,8149,76,0
"2536",595000,4,2.25,1920,3225,1.5,0,0,5,7,1300,620,1960,3750,101,0
"2537",661000,4,2.5,2496,8058,2,0,0,3,9,2496,0,2496,7757,26,0
"2538",419950,3,2.25,2280,8500,1,0,0,4,7,1680,600,1890,7700,47,0
"2539",490000,4,3.5,3200,6420,2,0,0,3,9,3200,0,3200,6291,18,0
"2540",525000,2,1,880,4000,1,0,0,3,7,880,0,1310,4000,84,0
"2541",350000,3,2,1320,1298,3,0,0,3,7,1320,0,1380,1503,29,0
"2542",552500,3,2.5,2450,3582,2,0,0,3,9,2450,0,2490,5449,16,0
"2543",210000,3,1,1040,8970,1,0,0,4,6,1040,0,1040,8450,63,0
"2544",390000,3,2.5,2480,53250,2,0,0,3,9,2480,0,2510,36549,34,0
"2545",336800,5,1.75,1830,16650,1.5,0,0,3,7,1610,220,1790,12743,66,0
